attribution_id,order_id,campaign_id,attribution_method
11081,41373,461,Last-Touch
11082,41374,52,Last-Touch
11083,41378,468,Last-Touch
11084,41379,24,Last-Touch
11085,41380,272,Last-Touch
11086,41385,384,Last-Touch
11087,41387,105,Last-Touch
11088,41390,200,Last-Touch
11089,41392,229,Last-Touch
11090,41397,12,Last-Touch
11091,41403,447,Last-Touch
11092,41408,482,Last-Touch
11093,41410,31,Last-Touch
11094,41412,38,Last-Touch
11095,41416,429,Last-Touch
11096,41417,251,Last-Touch
11097,41423,177,Last-Touch
11098,41424,312,Last-Touch
11099,41429,281,Last-Touch
11100,41432,117,Last-Touch
11101,41433,343,Last-Touch
11102,41439,406,Last-Touch
11103,41445,335,Last-Touch
11104,41448,459,Last-Touch
11105,41452,43,Last-Touch
11106,41459,433,Last-Touch
11107,41460,450,Last-Touch
11108,41464,10,Last-Touch
11109,41468,122,Last-Touch
11110,41480,70,Last-Touch
11111,41483,497,Last-Touch
11112,41484,144,Last-Touch
11113,41486,183,Last-Touch
11114,41487,492,Last-Touch
11115,41488,27,Last-Touch
11116,41490,344,Last-Touch
11117,41495,55,Last-Touch
11118,41497,499,Last-Touch
11119,41499,231,Last-Touch
11120,41504,50,Last-Touch
11121,41512,333,Last-Touch
11122,41516,440,Last-Touch
11123,41523,17,Last-Touch
11124,41527,154,Last-Touch
11125,41536,329,Last-Touch
11126,41539,235,Last-Touch
11127,41540,272,Last-Touch
11128,41542,324,Last-Touch
11129,41546,121,Last-Touch
11130,41551,492,Last-Touch
11131,41552,131,Last-Touch
11132,41554,415,Last-Touch
11133,41555,182,Last-Touch
11134,41557,32,Last-Touch
11135,41558,362,Last-Touch
11136,41568,272,Last-Touch
11137,41570,254,Last-Touch
11138,41572,28,Last-Touch
11139,41573,441,Last-Touch
11140,41576,226,Last-Touch
11141,41580,207,Last-Touch
11142,41588,465,Last-Touch
11143,41592,350,Last-Touch
11144,41596,275,Last-Touch
11145,41597,434,Last-Touch
11146,41599,142,Last-Touch
11147,41602,163,Last-Touch
11148,41605,336,Last-Touch
11149,41606,284,Last-Touch
11150,41608,296,Last-Touch
11151,41611,440,Last-Touch
11152,41615,182,Last-Touch
11153,41620,103,Last-Touch
11154,41624,413,Last-Touch
11155,41626,342,Last-Touch
11156,41629,118,Last-Touch
11157,41633,5,Last-Touch
11158,41635,172,Last-Touch
11159,41636,487,Last-Touch
11160,41639,282,Last-Touch
11161,41641,318,Last-Touch
11162,41649,110,Last-Touch
11163,41651,77,Last-Touch
11164,41653,310,Last-Touch
11165,41655,85,Last-Touch
11166,41656,410,Last-Touch
11167,41657,181,Last-Touch
11168,41663,80,Last-Touch
11169,41666,17,Last-Touch
11170,41670,500,Last-Touch
11171,41675,84,Last-Touch
11172,41679,410,Last-Touch
11173,41686,363,Last-Touch
11174,41691,245,Last-Touch
11175,41693,466,Last-Touch
11176,41695,130,Last-Touch
11177,41699,347,Last-Touch
11178,41701,380,Last-Touch
11179,41703,342,Last-Touch
11180,41708,457,Last-Touch
11181,41712,382,Last-Touch
11182,41714,7,Last-Touch
11183,41715,172,Last-Touch
11184,41717,195,Last-Touch
11185,41721,80,Last-Touch
11186,41723,251,Last-Touch
11187,41732,338,Last-Touch
11188,41735,52,Last-Touch
11189,41738,208,Last-Touch
11190,41741,218,Last-Touch
11191,41746,500,Last-Touch
11192,41748,190,Last-Touch
11193,41752,132,Last-Touch
11194,41754,355,Last-Touch
11195,41755,442,Last-Touch
11196,41760,401,Last-Touch
11197,41762,402,Last-Touch
11198,41763,343,Last-Touch
11199,41764,179,Last-Touch
11200,41767,16,Last-Touch
11201,41782,114,Last-Touch
11202,41785,471,Last-Touch
11203,41788,329,Last-Touch
11204,41791,373,Last-Touch
11205,41792,440,Last-Touch
11206,41796,356,Last-Touch
11207,41798,455,Last-Touch
11208,41801,87,Last-Touch
11209,41802,132,Last-Touch
11210,41810,232,Last-Touch
11211,41814,337,Last-Touch
11212,41818,391,Last-Touch
11213,41819,155,Last-Touch
11214,41820,248,Last-Touch
11215,41828,68,Last-Touch
11216,41831,325,Last-Touch
11217,41834,421,Last-Touch
11218,41839,376,Last-Touch
11219,41848,299,Last-Touch
11220,41849,168,Last-Touch
11221,41850,333,Last-Touch
11222,41856,260,Last-Touch
11223,41859,334,Last-Touch
11224,41861,356,Last-Touch
11225,41862,150,Last-Touch
11226,41871,40,Last-Touch
11227,41875,141,Last-Touch
11228,41879,489,Last-Touch
11229,41889,84,Last-Touch
11230,41890,301,Last-Touch
11231,41897,497,Last-Touch
11232,41899,383,Last-Touch
11233,41901,429,Last-Touch
11234,41904,232,Last-Touch
11235,41905,94,Last-Touch
11236,41908,315,Last-Touch
11237,41911,306,Last-Touch
11238,41914,37,Last-Touch
11239,41918,35,Last-Touch
11240,41923,49,Last-Touch
11241,41925,245,Last-Touch
11242,41936,491,Last-Touch
11243,41942,404,Last-Touch
11244,41947,336,Last-Touch
11245,41949,239,Last-Touch
11246,41952,350,Last-Touch
11247,41955,467,Last-Touch
11248,41959,214,Last-Touch
11249,41965,16,Last-Touch
11250,41966,489,Last-Touch
11251,41967,217,Last-Touch
11252,41975,51,Last-Touch
11253,41979,319,Last-Touch
11254,41986,127,Last-Touch
11255,41987,19,Last-Touch
11256,41993,272,Last-Touch
11257,41994,311,Last-Touch
11258,41996,231,Last-Touch
11259,41999,124,Last-Touch
11260,42002,434,Last-Touch
11261,42008,104,Last-Touch
11262,42017,13,Last-Touch
11263,42020,285,Last-Touch
11264,42021,376,Last-Touch
11265,42023,91,Last-Touch
11266,42030,191,Last-Touch
11267,42033,140,Last-Touch
11268,42035,57,Last-Touch
11269,42038,150,Last-Touch
11270,42043,31,Last-Touch
11271,42045,180,Last-Touch
11272,42047,408,Last-Touch
11273,42054,208,Last-Touch
11274,42059,71,Last-Touch
11275,42062,350,Last-Touch
11276,42069,70,Last-Touch
11277,42072,132,Last-Touch
11278,42087,155,Last-Touch
11279,42088,294,Last-Touch
11280,42090,248,Last-Touch
11281,42092,309,Last-Touch
11282,42093,304,Last-Touch
11283,42096,133,Last-Touch
11284,42099,410,Last-Touch
11285,42100,20,Last-Touch
11286,42109,338,Last-Touch
11287,42113,38,Last-Touch
11288,42114,325,Last-Touch
11289,42118,209,Last-Touch
11290,42122,150,Last-Touch
11291,42128,380,Last-Touch
11292,42130,458,Last-Touch
11293,42133,393,Last-Touch
11294,42134,418,Last-Touch
11295,42135,173,Last-Touch
11296,42136,180,Last-Touch
11297,42140,410,Last-Touch
11298,42160,254,Last-Touch
11299,42164,93,Last-Touch
11300,42166,343,Last-Touch
11301,42169,27,Last-Touch
11302,42172,481,Last-Touch
11303,42175,380,Last-Touch
11304,42177,399,Last-Touch
11305,42180,288,Last-Touch
11306,42186,23,Last-Touch
11307,42187,314,Last-Touch
11308,42189,404,Last-Touch
11309,42190,485,Last-Touch
11310,42197,286,Last-Touch
11311,42199,247,Last-Touch
11312,42203,278,Last-Touch
11313,42208,371,Last-Touch
11314,42213,449,Last-Touch
11315,42215,31,Last-Touch
11316,42216,37,Last-Touch
11317,42227,396,Last-Touch
11318,42230,178,Last-Touch
11319,42239,17,Last-Touch
11320,42243,418,Last-Touch
11321,42247,336,Last-Touch
11322,42249,130,Last-Touch
11323,42254,75,Last-Touch
11324,42259,104,Last-Touch
11325,42265,189,Last-Touch
11326,42266,402,Last-Touch
11327,42269,390,Last-Touch
11328,42271,402,Last-Touch
11329,42272,347,Last-Touch
11330,42277,401,Last-Touch
11331,42279,281,Last-Touch
11332,42283,20,Last-Touch
11333,42290,373,Last-Touch
11334,42292,289,Last-Touch
11335,42301,371,Last-Touch
11336,42303,384,Last-Touch
11337,42305,375,Last-Touch
11338,42306,18,Last-Touch
11339,42312,496,Last-Touch
11340,42318,362,Last-Touch
11341,42319,84,Last-Touch
11342,42321,181,Last-Touch
11343,42334,354,Last-Touch
11344,42338,364,Last-Touch
11345,42345,18,Last-Touch
11346,42348,270,Last-Touch
11347,42349,9,Last-Touch
11348,42351,56,Last-Touch
11349,42354,161,Last-Touch
11350,42360,437,Last-Touch
11351,42361,301,Last-Touch
11352,42363,30,Last-Touch
11353,42370,119,Last-Touch
11354,42374,38,Last-Touch
11355,42377,265,Last-Touch
11356,42380,373,Last-Touch
11357,42382,280,Last-Touch
11358,42391,498,Last-Touch
11359,42397,430,Last-Touch
11360,42401,12,Last-Touch
11361,42413,219,Last-Touch
11362,42423,338,Last-Touch
11363,42425,83,Last-Touch
11364,42426,24,Last-Touch
11365,42431,58,Last-Touch
11366,42434,326,Last-Touch
11367,42438,93,Last-Touch
11368,42451,306,Last-Touch
11369,42455,227,Last-Touch
11370,42456,302,Last-Touch
11371,42457,402,Last-Touch
11372,42459,386,Last-Touch
11373,42460,418,Last-Touch
11374,42465,223,Last-Touch
11375,42467,142,Last-Touch
11376,42472,102,Last-Touch
11377,42481,28,Last-Touch
11378,42482,241,Last-Touch
11379,42483,237,Last-Touch
11380,42491,10,Last-Touch
11381,42498,311,Last-Touch
11382,42499,162,Last-Touch
11383,42503,180,Last-Touch
11384,42507,116,Last-Touch
11385,42508,108,Last-Touch
11386,42509,492,Last-Touch
11387,42514,309,Last-Touch
11388,42519,102,Last-Touch
11389,42520,254,Last-Touch
11390,42524,316,Last-Touch
11391,42530,31,Last-Touch
11392,42531,178,Last-Touch
11393,42532,331,Last-Touch
11394,42533,259,Last-Touch
11395,42534,448,Last-Touch
11396,42536,500,Last-Touch
11397,42537,85,Last-Touch
11398,42541,221,Last-Touch
11399,42552,15,Last-Touch
11400,42555,157,Last-Touch
11401,42562,118,Last-Touch
11402,42565,101,Last-Touch
11403,42572,272,Last-Touch
11404,42573,485,Last-Touch
11405,42574,489,Last-Touch
11406,42580,350,Last-Touch
11407,42583,264,Last-Touch
11408,42589,382,Last-Touch
11409,42597,1,Last-Touch
11410,42600,44,Last-Touch
11411,42602,110,Last-Touch
11412,42603,184,Last-Touch
11413,42609,110,Last-Touch
11414,42610,435,Last-Touch
11415,42615,366,Last-Touch
11416,42617,237,Last-Touch
11417,42621,344,Last-Touch
11418,42624,446,Last-Touch
11419,42627,157,Last-Touch
11420,42629,342,Last-Touch
11421,42636,302,Last-Touch
11422,42639,80,Last-Touch
11423,42641,261,Last-Touch
11424,42642,448,Last-Touch
11425,42651,227,Last-Touch
11426,42653,311,Last-Touch
11427,42657,492,Last-Touch
11428,42659,112,Last-Touch
11429,42660,282,Last-Touch
11430,42662,97,Last-Touch
11431,42673,278,Last-Touch
11432,42674,91,Last-Touch
11433,42678,352,Last-Touch
11434,42682,117,Last-Touch
11435,42694,282,Last-Touch
11436,42696,105,Last-Touch
11437,42699,364,Last-Touch
11438,42708,59,Last-Touch
11439,42712,130,Last-Touch
11440,42713,354,Last-Touch
11441,42715,229,Last-Touch
11442,42716,347,Last-Touch
11443,42718,240,Last-Touch
11444,42720,117,Last-Touch
11445,42723,299,Last-Touch
11446,42725,124,Last-Touch
11447,42727,153,Last-Touch
11448,42734,470,Last-Touch
11449,42744,77,Last-Touch
11450,42752,479,Last-Touch
11451,42756,86,Last-Touch
11452,42759,274,Last-Touch
11453,42760,186,Last-Touch
11454,42761,391,Last-Touch
11455,42766,252,Last-Touch
11456,42768,414,Last-Touch
11457,42772,286,Last-Touch
11458,42782,399,Last-Touch
11459,42783,448,Last-Touch
11460,42793,341,Last-Touch
11461,42799,269,Last-Touch
11462,42805,30,Last-Touch
11463,42807,219,Last-Touch
11464,42813,28,Last-Touch
11465,42815,295,Last-Touch
11466,42817,53,Last-Touch
11467,42818,153,Last-Touch
11468,42819,478,Last-Touch
11469,42821,370,Last-Touch
11470,42825,434,Last-Touch
11471,42834,399,Last-Touch
11472,42839,485,Last-Touch
11473,42840,448,Last-Touch
11474,42842,485,Last-Touch
11475,42844,254,Last-Touch
11476,42846,286,Last-Touch
11477,42847,244,Last-Touch
11478,42854,163,Last-Touch
11479,42858,323,Last-Touch
11480,42860,308,Last-Touch
11481,42863,294,Last-Touch
11482,42870,317,Last-Touch
11483,42878,309,Last-Touch
11484,42879,355,Last-Touch
11485,42882,333,Last-Touch
11486,42884,172,Last-Touch
11487,42886,87,Last-Touch
11488,42890,262,Last-Touch
11489,42896,466,Last-Touch
11490,42900,72,Last-Touch
11491,42906,489,Last-Touch
11492,42908,339,Last-Touch
11493,42910,240,Last-Touch
11494,42923,456,Last-Touch
11495,42924,496,Last-Touch
11496,42926,49,Last-Touch
11497,42931,192,Last-Touch
11498,42933,274,Last-Touch
11499,42934,168,Last-Touch
11500,42935,427,Last-Touch
11501,42941,395,Last-Touch
11502,42949,187,Last-Touch
11503,42950,223,Last-Touch
11504,42955,462,Last-Touch
11505,42961,434,Last-Touch
11506,42964,434,Last-Touch
11507,42966,450,Last-Touch
11508,42970,352,Last-Touch
11509,42973,142,Last-Touch
11510,42974,329,Last-Touch
11511,42981,362,Last-Touch
11512,42983,373,Last-Touch
11513,42988,460,Last-Touch
11514,42992,90,Last-Touch
11515,42996,294,Last-Touch
11516,43000,445,Last-Touch
11517,43007,102,Last-Touch
11518,43015,212,Last-Touch
11519,43018,444,Last-Touch
11520,43019,38,Last-Touch
11521,43022,292,Last-Touch
11522,43027,197,Last-Touch
11523,43041,466,Last-Touch
11524,43045,323,Last-Touch
11525,43046,291,Last-Touch
11526,43055,147,Last-Touch
11527,43058,406,Last-Touch
11528,43060,438,Last-Touch
11529,43061,129,Last-Touch
11530,43065,128,Last-Touch
11531,43067,350,Last-Touch
11532,43072,162,Last-Touch
11533,43075,251,Last-Touch
11534,43076,241,Last-Touch
11535,43083,37,Last-Touch
11536,43085,234,Last-Touch
11537,43086,364,Last-Touch
11538,43087,392,Last-Touch
11539,43090,18,Last-Touch
11540,43091,56,Last-Touch
11541,43092,126,Last-Touch
11542,43097,85,Last-Touch
11543,43100,378,Last-Touch
11544,43106,20,Last-Touch
11545,43112,333,Last-Touch
11546,43114,201,Last-Touch
11547,43117,387,Last-Touch
11548,43122,73,Last-Touch
11549,43125,389,Last-Touch
11550,43126,409,Last-Touch
11551,43131,112,Last-Touch
11552,43145,486,Last-Touch
11553,43149,251,Last-Touch
11554,43150,218,Last-Touch
11555,43152,454,Last-Touch
11556,43154,489,Last-Touch
11557,43163,389,Last-Touch
11558,43164,316,Last-Touch
11559,43170,282,Last-Touch
11560,43175,278,Last-Touch
11561,43178,247,Last-Touch
11562,43188,286,Last-Touch
11563,43191,224,Last-Touch
11564,43195,335,Last-Touch
11565,43202,117,Last-Touch
11566,43206,396,Last-Touch
11567,43208,404,Last-Touch
11568,43213,221,Last-Touch
11569,43219,355,Last-Touch
11570,43220,373,Last-Touch
11571,43229,286,Last-Touch
11572,43231,101,Last-Touch
11573,43234,75,Last-Touch
11574,43236,272,Last-Touch
11575,43237,157,Last-Touch
11576,43239,494,Last-Touch
11577,43241,221,Last-Touch
11578,43246,116,Last-Touch
11579,43247,24,Last-Touch
11580,43251,309,Last-Touch
11581,43262,280,Last-Touch
11582,43270,68,Last-Touch
11583,43272,183,Last-Touch
11584,43273,233,Last-Touch
11585,43275,391,Last-Touch
11586,43280,36,Last-Touch
11587,43281,108,Last-Touch
11588,43291,344,Last-Touch
11589,43294,436,Last-Touch
11590,43297,50,Last-Touch
11591,43298,354,Last-Touch
11592,43300,233,Last-Touch
11593,43301,498,Last-Touch
11594,43306,289,Last-Touch
11595,43308,380,Last-Touch
11596,43313,310,Last-Touch
11597,43314,92,Last-Touch
11598,43319,459,Last-Touch
11599,43327,495,Last-Touch
11600,43329,360,Last-Touch
11601,43330,185,Last-Touch
11602,43337,299,Last-Touch
11603,43339,85,Last-Touch
11604,43340,38,Last-Touch
11605,43344,237,Last-Touch
11606,43347,286,Last-Touch
11607,43348,393,Last-Touch
11608,43352,489,Last-Touch
11609,43356,235,Last-Touch
11610,43357,461,Last-Touch
11611,43359,103,Last-Touch
11612,43364,50,Last-Touch
11613,43367,12,Last-Touch
11614,43373,264,Last-Touch
11615,43375,367,Last-Touch
11616,43377,174,Last-Touch
11617,43380,399,Last-Touch
11618,43383,194,Last-Touch
11619,43385,333,Last-Touch
11620,43389,268,Last-Touch
11621,43393,201,Last-Touch
11622,43394,233,Last-Touch
11623,43396,366,Last-Touch
11624,43397,331,Last-Touch
11625,43398,414,Last-Touch
11626,43401,482,Last-Touch
11627,43403,38,Last-Touch
11628,43404,115,Last-Touch
11629,43405,233,Last-Touch
11630,43410,350,Last-Touch
11631,43414,36,Last-Touch
11632,43418,127,Last-Touch
11633,43421,470,Last-Touch
11634,43432,463,Last-Touch
11635,43437,298,Last-Touch
11636,43442,429,Last-Touch
11637,43447,83,Last-Touch
11638,43448,112,Last-Touch
11639,43450,306,Last-Touch
11640,43451,6,Last-Touch
11641,43452,306,Last-Touch
11642,43458,101,Last-Touch
11643,43466,87,Last-Touch
11644,43467,427,Last-Touch
11645,43469,479,Last-Touch
11646,43470,100,Last-Touch
11647,43472,459,Last-Touch
11648,43486,150,Last-Touch
11649,43488,172,Last-Touch
11650,43501,169,Last-Touch
11651,43502,48,Last-Touch
11652,43503,307,Last-Touch
11653,43509,278,Last-Touch
11654,43519,352,Last-Touch
11655,43521,216,Last-Touch
11656,43525,78,Last-Touch
11657,43526,144,Last-Touch
11658,43528,75,Last-Touch
11659,43532,112,Last-Touch
11660,43550,289,Last-Touch
11661,43560,174,Last-Touch
11662,43562,459,Last-Touch
11663,43572,483,Last-Touch
11664,43575,83,Last-Touch
11665,43577,164,Last-Touch
11666,43580,419,Last-Touch
11667,43582,493,Last-Touch
11668,43586,18,Last-Touch
11669,43590,401,Last-Touch
11670,43591,306,Last-Touch
11671,43593,450,Last-Touch
11672,43598,177,Last-Touch
11673,43600,278,Last-Touch
11674,43601,410,Last-Touch
11675,43602,46,Last-Touch
11676,43605,217,Last-Touch
11677,43606,489,Last-Touch
11678,43607,339,Last-Touch
11679,43608,106,Last-Touch
11680,43610,479,Last-Touch
11681,43611,334,Last-Touch
11682,43612,372,Last-Touch
11683,43616,459,Last-Touch
11684,43618,316,Last-Touch
11685,43622,379,Last-Touch
11686,43624,278,Last-Touch
11687,43626,71,Last-Touch
11688,43634,483,Last-Touch
11689,43635,36,Last-Touch
11690,43637,263,Last-Touch
11691,43638,491,Last-Touch
11692,43643,38,Last-Touch
11693,43646,433,Last-Touch
11694,43649,85,Last-Touch
11695,43650,453,Last-Touch
11696,43652,413,Last-Touch
11697,43654,252,Last-Touch
11698,43656,208,Last-Touch
11699,43666,320,Last-Touch
11700,43671,46,Last-Touch
11701,43684,204,Last-Touch
11702,43697,450,Last-Touch
11703,43698,333,Last-Touch
11704,43699,418,Last-Touch
11705,43702,49,Last-Touch
11706,43704,467,Last-Touch
11707,43706,232,Last-Touch
11708,43712,310,Last-Touch
11709,43717,195,Last-Touch
11710,43721,73,Last-Touch
11711,43723,186,Last-Touch
11712,43724,341,Last-Touch
11713,43731,278,Last-Touch
11714,43736,32,Last-Touch
11715,43740,315,Last-Touch
11716,43741,215,Last-Touch
11717,43749,413,Last-Touch
11718,43753,106,Last-Touch
11719,43756,181,Last-Touch
11720,43761,278,Last-Touch
11721,43762,464,Last-Touch
11722,43766,301,Last-Touch
11723,43767,373,Last-Touch
11724,43768,435,Last-Touch
11725,43769,272,Last-Touch
11726,43771,338,Last-Touch
11727,43773,366,Last-Touch
11728,43777,360,Last-Touch
11729,43783,281,Last-Touch
11730,43795,40,Last-Touch
11731,43799,63,Last-Touch
11732,43801,80,Last-Touch
11733,43802,350,Last-Touch
11734,43804,389,Last-Touch
11735,43808,141,Last-Touch
11736,43810,55,Last-Touch
11737,43816,333,Last-Touch
11738,43819,83,Last-Touch
11739,43825,446,Last-Touch
11740,43833,428,Last-Touch
11741,43836,492,Last-Touch
11742,43837,406,Last-Touch
11743,43840,461,Last-Touch
11744,43841,40,Last-Touch
11745,43844,498,Last-Touch
11746,43848,157,Last-Touch
11747,43850,500,Last-Touch
11748,43852,399,Last-Touch
11749,43858,117,Last-Touch
11750,43859,156,Last-Touch
11751,43862,162,Last-Touch
11752,43871,336,Last-Touch
11753,43873,336,Last-Touch
11754,43876,315,Last-Touch
11755,43879,71,Last-Touch
11756,43882,7,Last-Touch
11757,43884,140,Last-Touch
11758,43885,434,Last-Touch
11759,43886,14,Last-Touch
11760,43889,305,Last-Touch
11761,43890,352,Last-Touch
11762,43902,232,Last-Touch
11763,43907,387,Last-Touch
11764,43917,378,Last-Touch
11765,43920,127,Last-Touch
11766,43921,76,Last-Touch
11767,43925,450,Last-Touch
11768,43932,319,Last-Touch
11769,43935,38,Last-Touch
11770,43937,201,Last-Touch
11771,43954,183,Last-Touch
11772,43957,348,Last-Touch
11773,43962,309,Last-Touch
11774,43967,316,Last-Touch
11775,43970,37,Last-Touch
11776,43971,127,Last-Touch
11777,43977,470,Last-Touch
11778,43980,257,Last-Touch
11779,43982,197,Last-Touch
11780,43990,358,Last-Touch
11781,43993,77,Last-Touch
11782,43995,19,Last-Touch
11783,43997,61,Last-Touch
11784,44000,67,Last-Touch
11785,44002,316,Last-Touch
11786,44004,452,Last-Touch
11787,44013,455,Last-Touch
11788,44015,122,Last-Touch
11789,44017,190,Last-Touch
11790,44019,126,Last-Touch
11791,44028,486,Last-Touch
11792,44030,20,Last-Touch
11793,44032,374,Last-Touch
11794,44041,57,Last-Touch
11795,44043,492,Last-Touch
11796,44044,264,Last-Touch
11797,44048,343,Last-Touch
11798,44051,24,Last-Touch
11799,44054,35,Last-Touch
11800,44056,227,Last-Touch
11801,44060,57,Last-Touch
11802,44061,107,Last-Touch
11803,44064,313,Last-Touch
11804,44066,276,Last-Touch
11805,44067,432,Last-Touch
11806,44068,356,Last-Touch
11807,44070,227,Last-Touch
11808,44074,56,Last-Touch
11809,44076,141,Last-Touch
11810,44086,163,Last-Touch
11811,44087,351,Last-Touch
11812,44102,329,Last-Touch
11813,44103,281,Last-Touch
11814,44105,418,Last-Touch
11815,44107,279,Last-Touch
11816,44108,17,Last-Touch
11817,44110,348,Last-Touch
11818,44117,56,Last-Touch
11819,44129,391,Last-Touch
11820,44131,19,Last-Touch
11821,44132,254,Last-Touch
11822,44133,470,Last-Touch
11823,44135,411,Last-Touch
11824,44136,237,Last-Touch
11825,44137,221,Last-Touch
11826,44139,53,Last-Touch
11827,44146,150,Last-Touch
11828,44147,71,Last-Touch
11829,44149,314,Last-Touch
11830,44152,279,Last-Touch
11831,44165,257,Last-Touch
11832,44169,292,Last-Touch
11833,44170,254,Last-Touch
11834,44174,270,Last-Touch
11835,44177,467,Last-Touch
11836,44178,241,Last-Touch
11837,44179,144,Last-Touch
11838,44182,226,Last-Touch
11839,44183,58,Last-Touch
11840,44186,365,Last-Touch
11841,44187,350,Last-Touch
11842,44201,316,Last-Touch
11843,44206,147,Last-Touch
11844,44210,106,Last-Touch
11845,44215,482,Last-Touch
11846,44216,38,Last-Touch
11847,44227,482,Last-Touch
11848,44230,64,Last-Touch
11849,44231,38,Last-Touch
11850,44237,442,Last-Touch
11851,44238,195,Last-Touch
11852,44244,27,Last-Touch
11853,44246,260,Last-Touch
11854,44248,28,Last-Touch
11855,44255,106,Last-Touch
11856,44266,144,Last-Touch
11857,44269,413,Last-Touch
11858,44275,195,Last-Touch
11859,44276,445,Last-Touch
11860,44278,231,Last-Touch
11861,44287,240,Last-Touch
11862,44288,163,Last-Touch
11863,44293,350,Last-Touch
11864,44294,320,Last-Touch
11865,44299,455,Last-Touch
11866,44304,191,Last-Touch
11867,44307,235,Last-Touch
11868,44311,126,Last-Touch
11869,44313,251,Last-Touch
11870,44314,115,Last-Touch
11871,44315,450,Last-Touch
11872,44318,275,Last-Touch
11873,44320,378,Last-Touch
11874,44321,434,Last-Touch
11875,44330,20,Last-Touch
11876,44332,177,Last-Touch
11877,44335,402,Last-Touch
11878,44343,341,Last-Touch
11879,44345,410,Last-Touch
11880,44347,104,Last-Touch
11881,44350,68,Last-Touch
11882,44352,101,Last-Touch
11883,44356,190,Last-Touch
11884,44362,24,Last-Touch
11885,44369,211,Last-Touch
11886,44372,344,Last-Touch
11887,44374,179,Last-Touch
11888,44376,428,Last-Touch
11889,44377,346,Last-Touch
11890,44384,172,Last-Touch
11891,44387,320,Last-Touch
11892,44389,248,Last-Touch
11893,44394,240,Last-Touch
11894,44418,197,Last-Touch
11895,44422,123,Last-Touch
11896,44429,289,Last-Touch
11897,44431,262,Last-Touch
11898,44433,52,Last-Touch
11899,44435,395,Last-Touch
11900,44445,74,Last-Touch
11901,44446,166,Last-Touch
11902,44448,280,Last-Touch
11903,44455,231,Last-Touch
11904,44467,297,Last-Touch
11905,44468,208,Last-Touch
11906,44474,316,Last-Touch
11907,44476,323,Last-Touch
11908,44478,397,Last-Touch
11909,44479,71,Last-Touch
11910,44483,65,Last-Touch
11911,44486,391,Last-Touch
11912,44487,42,Last-Touch
11913,44491,243,Last-Touch
11914,44493,434,Last-Touch
11915,44495,195,Last-Touch
11916,44499,53,Last-Touch
11917,44506,201,Last-Touch
11918,44514,61,Last-Touch
11919,44517,442,Last-Touch
11920,44524,449,Last-Touch
11921,44525,178,Last-Touch
11922,44526,434,Last-Touch
11923,44528,175,Last-Touch
11924,44532,53,Last-Touch
11925,44533,35,Last-Touch
11926,44536,320,Last-Touch
11927,44539,479,Last-Touch
11928,44542,243,Last-Touch
11929,44546,153,Last-Touch
11930,44552,176,Last-Touch
11931,44558,46,Last-Touch
11932,44561,238,Last-Touch
11933,44565,22,Last-Touch
11934,44568,350,Last-Touch
11935,44573,379,Last-Touch
11936,44575,371,Last-Touch
11937,44578,285,Last-Touch
11938,44579,476,Last-Touch
11939,44581,104,Last-Touch
11940,44585,107,Last-Touch
11941,44589,470,Last-Touch
11942,44592,331,Last-Touch
11943,44600,174,Last-Touch
11944,44602,119,Last-Touch
11945,44609,106,Last-Touch
11946,44611,371,Last-Touch
11947,44617,444,Last-Touch
11948,44619,100,Last-Touch
11949,44620,489,Last-Touch
11950,44622,399,Last-Touch
11951,44632,373,Last-Touch
11952,44640,433,Last-Touch
11953,44641,207,Last-Touch
11954,44642,4,Last-Touch
11955,44645,456,Last-Touch
11956,44652,272,Last-Touch
11957,44653,362,Last-Touch
11958,44660,72,Last-Touch
11959,44662,375,Last-Touch
11960,44667,314,Last-Touch
11961,44671,248,Last-Touch
11962,44672,470,Last-Touch
11963,44675,254,Last-Touch
11964,44676,181,Last-Touch
11965,44680,399,Last-Touch
11966,44683,333,Last-Touch
11967,44691,197,Last-Touch
11968,44701,119,Last-Touch
11969,44702,275,Last-Touch
11970,44703,395,Last-Touch
11971,44723,465,Last-Touch
11972,44725,11,Last-Touch
11973,44734,297,Last-Touch
11974,44739,337,Last-Touch
11975,44741,148,Last-Touch
11976,44742,144,Last-Touch
11977,44747,324,Last-Touch
11978,44751,483,Last-Touch
11979,44759,183,Last-Touch
11980,44762,485,Last-Touch
11981,44766,397,Last-Touch
11982,44770,412,Last-Touch
11983,44771,172,Last-Touch
11984,44776,4,Last-Touch
11985,44780,19,Last-Touch
11986,44784,401,Last-Touch
11987,44786,466,Last-Touch
11988,44794,122,Last-Touch
11989,44797,27,Last-Touch
11990,44801,106,Last-Touch
11991,44820,100,Last-Touch
11992,44826,237,Last-Touch
11993,44827,470,Last-Touch
11994,44835,401,Last-Touch
11995,44838,49,Last-Touch
11996,44839,56,Last-Touch
11997,44842,471,Last-Touch
11998,44852,85,Last-Touch
11999,44857,425,Last-Touch
12000,44860,431,Last-Touch
12001,44861,165,Last-Touch
12002,44863,386,Last-Touch
12003,44864,353,Last-Touch
12004,44865,201,Last-Touch
12005,44866,296,Last-Touch
12006,44869,198,Last-Touch
12007,44872,289,Last-Touch
12008,44873,235,Last-Touch
12009,44874,376,Last-Touch
12010,44881,24,Last-Touch
12011,44882,98,Last-Touch
