return_id,order_id,return_reason,refund_amount,return_status
6080,12783,Quality Issue,16193.35,Refunded
6081,6870,Customer Changed Mind,4832.67,Refunded
6082,46827,Quality Issue,19508.21,Refunded
6083,9648,Customer Changed Mind,11250.65,Refunded
6084,24442,Customer Changed Mind,13220.41,Refunded
6085,26886,Quality Issue,11911.99,Refunded
6086,4190,Customer Changed Mind,11850.5,Refunded
6087,27976,Damaged,16795.87,Refunded
6088,19641,Quality Issue,27080.85,Refunded
6089,27674,Wrong Product,17075.6,Refunded
6090,8600,Quality Issue,24011.2,Refunded
6091,29022,Damaged,23342.19,Refunded
6092,40702,Wrong Product,17676.28,Refunded
6093,30291,Customer Changed Mind,23283.14,Refunded
6094,44940,Wrong Product,17913.22,Refunded
6095,33094,Customer Changed Mind,16406.26,Refunded
6096,30541,Customer Changed Mind,10417.7,Refunded
6097,25995,Quality Issue,4933.65,Refunded
6098,28442,Wrong Product,16384.83,Refunded
6099,42103,Quality Issue,13117.36,Refunded
6100,27466,Late Delivery,21480.74,Refunded
6101,7846,Customer Changed Mind,18534.4,Refunded
6102,4147,Damaged,19821.64,Refunded
6103,22171,Quality Issue,23939.91,Refunded
6104,33711,Customer Changed Mind,18145.18,Refunded
6105,45056,Quality Issue,16267.35,Refunded
6106,33208,Wrong Product,6142.56,Refunded
6107,40477,Quality Issue,23285.9,Refunded
6108,37128,Late Delivery,20728.26,Refunded
6109,13745,Late Delivery,5812.1,Refunded
6110,15980,Customer Changed Mind,11776.41,Refunded
6111,31330,Quality Issue,13462.74,Refunded
6112,21685,Wrong Product,3217.33,Refunded
6113,10507,Customer Changed Mind,2464.2,Refunded
6114,38555,Wrong Product,4905.47,Refunded
6115,36580,Quality Issue,23276.82,Refunded
6116,14288,Wrong Product,15085.15,Refunded
6117,5640,Quality Issue,12401.94,Refunded
6118,4276,Wrong Product,8998.95,Refunded
6119,45094,Quality Issue,23154.23,Refunded
6120,29369,Quality Issue,12177.92,Refunded
6121,24978,Late Delivery,19962.17,Refunded
6122,36434,Late Delivery,6658.64,Refunded
6123,33886,Wrong Product,1421.01,Refunded
6124,40001,Damaged,10322.17,Refunded
6125,36812,Damaged,16724.61,Refunded
6126,22986,Damaged,23805.24,Refunded
6127,7026,Late Delivery,10767.93,Refunded
6128,31147,Customer Changed Mind,17500.02,Refunded
6129,37934,Damaged,14437.66,Refunded
6130,6789,Damaged,9431.95,Refunded
6131,44254,Damaged,2577.63,Refunded
6132,6682,Customer Changed Mind,8099.42,Refunded
6133,10187,Damaged,2252.61,Refunded
6134,49110,Late Delivery,4264.14,Refunded
6135,40759,Customer Changed Mind,17213.85,Refunded
6136,4349,Late Delivery,22172.2,Refunded
6137,26210,Damaged,19897.67,Refunded
6138,6285,Customer Changed Mind,23616.51,Refunded
6139,13227,Wrong Product,13056.56,Refunded
6140,47570,Damaged,21830.07,Refunded
6141,45119,Customer Changed Mind,14508.91,Refunded
6142,40008,Late Delivery,22731.6,Refunded
6143,36985,Late Delivery,22242.5,Refunded
6144,20978,Wrong Product,20613.26,Refunded
6145,25296,Quality Issue,11221.33,Refunded
6146,36869,Customer Changed Mind,18779.59,Refunded
6147,42953,Late Delivery,24638.71,Refunded
6148,33570,Late Delivery,24069.06,Refunded
6149,3422,Quality Issue,25217.72,Refunded
6150,7553,Wrong Product,18920.66,Refunded
6151,28603,Wrong Product,5280.04,Refunded
6152,46725,Wrong Product,17767.42,Refunded
6153,9420,Late Delivery,7812.71,Refunded
6154,41846,Late Delivery,14364.88,Refunded
6155,47767,Wrong Product,15414.45,Refunded
6156,19202,Quality Issue,9127.94,Refunded
6157,48218,Customer Changed Mind,8532.98,Refunded
6158,11939,Customer Changed Mind,23586.23,Refunded
6159,9288,Customer Changed Mind,17816.43,Refunded
6160,26591,Wrong Product,11078.48,Refunded
6161,20271,Customer Changed Mind,7636.2,Refunded
6162,40863,Customer Changed Mind,17181.96,Refunded
6163,30848,Damaged,8343.8,Refunded
6164,43972,Late Delivery,27290.96,Refunded
6165,18810,Damaged,13246.52,Refunded
6166,9076,Wrong Product,1145.53,Refunded
6167,30435,Customer Changed Mind,15219.3,Refunded
6168,45288,Late Delivery,11049.16,Refunded
6169,40818,Late Delivery,22766.07,Refunded
6170,41443,Wrong Product,12901.21,Refunded
6171,17683,Wrong Product,11407.85,Refunded
6172,36470,Late Delivery,7144.23,Refunded
6173,45463,Quality Issue,27371.07,Refunded
6174,41884,Quality Issue,9363.89,Refunded
6175,2016,Damaged,19895.97,Refunded
6176,17665,Late Delivery,11623.0,Refunded
6177,8657,Wrong Product,23194.07,Refunded
6178,16798,Customer Changed Mind,6918.37,Refunded
6179,1538,Damaged,13270.98,Refunded
6180,3805,Customer Changed Mind,21652.76,Refunded
6181,32444,Wrong Product,16907.25,Refunded
6182,47678,Wrong Product,17627.96,Refunded
6183,23370,Late Delivery,4791.95,Refunded
6184,20875,Wrong Product,12767.39,Refunded
6185,6579,Quality Issue,23690.69,Refunded
6186,8550,Damaged,2307.29,Refunded
6187,27478,Wrong Product,20449.95,Refunded
6188,7524,Damaged,7584.47,Refunded
6189,34640,Damaged,23068.95,Refunded
6190,4988,Damaged,22327.79,Refunded
6191,25071,Quality Issue,20316.06,Refunded
6192,40775,Late Delivery,7269.5,Refunded
6193,46132,Wrong Product,22929.69,Refunded
6194,38350,Quality Issue,25488.37,Refunded
6195,2143,Quality Issue,14082.28,Refunded
6196,6640,Customer Changed Mind,2479.47,Refunded
6197,34302,Late Delivery,3207.64,Refunded
6198,17459,Quality Issue,24916.12,Refunded
6199,45981,Damaged,21666.31,Refunded
6200,5075,Late Delivery,1570.71,Refunded
6201,6371,Quality Issue,9593.96,Refunded
6202,48298,Late Delivery,1563.7,Refunded
6203,116,Customer Changed Mind,7485.25,Refunded
6204,2604,Wrong Product,7458.62,Refunded
6205,5257,Late Delivery,11236.73,Refunded
6206,10205,Late Delivery,13532.67,Refunded
6207,10808,Quality Issue,1613.5,Refunded
6208,14281,Wrong Product,722.35,Refunded
6209,12587,Wrong Product,18915.88,Refunded
6210,39175,Customer Changed Mind,23851.66,Refunded
6211,30751,Damaged,21909.18,Refunded
6212,11249,Quality Issue,22993.79,Refunded
6213,18101,Wrong Product,2873.06,Refunded
6214,7194,Customer Changed Mind,19107.01,Refunded
6215,22396,Damaged,21235.95,Refunded
6216,14783,Wrong Product,14470.28,Refunded
6217,15957,Wrong Product,5498.95,Refunded
6218,41097,Customer Changed Mind,17888.18,Refunded
6219,16920,Quality Issue,15142.55,Refunded
6220,45273,Wrong Product,23032.96,Refunded
6221,15701,Customer Changed Mind,718.57,Refunded
6222,19179,Quality Issue,4672.22,Refunded
6223,13321,Quality Issue,5310.37,Refunded
6224,13384,Wrong Product,19213.03,Refunded
6225,22410,Damaged,14864.09,Refunded
6226,49017,Customer Changed Mind,11682.49,Refunded
6227,29678,Wrong Product,2883.92,Refunded
6228,6209,Customer Changed Mind,24889.1,Refunded
6229,23715,Customer Changed Mind,23510.33,Refunded
6230,49856,Customer Changed Mind,10455.67,Refunded
6231,21496,Wrong Product,17111.95,Refunded
6232,14945,Damaged,6836.94,Refunded
6233,32265,Late Delivery,1761.07,Refunded
6234,30182,Wrong Product,4615.3,Refunded
6235,26914,Late Delivery,24100.27,Refunded
6236,3681,Wrong Product,11302.83,Refunded
6237,7034,Damaged,7892.84,Refunded
6238,49091,Quality Issue,23385.98,Refunded
6239,16931,Wrong Product,24505.46,Refunded
6240,46291,Damaged,5520.04,Refunded
6241,30276,Late Delivery,7961.09,Refunded
6242,42152,Customer Changed Mind,13597.92,Refunded
6243,13663,Wrong Product,13846.33,Refunded
6244,378,Wrong Product,21989.23,Refunded
6245,17785,Quality Issue,25430.86,Refunded
6246,40809,Quality Issue,11319.82,Refunded
6247,11506,Wrong Product,15060.17,Refunded
6248,3955,Quality Issue,4674.46,Refunded
6249,49861,Wrong Product,1088.03,Refunded
6250,18247,Damaged,18542.65,Refunded
6251,20987,Late Delivery,17897.02,Refunded
6252,8893,Quality Issue,8649.57,Refunded
6253,44068,Late Delivery,10878.36,Refunded
6254,34119,Quality Issue,5681.55,Refunded
6255,29605,Damaged,17443.48,Refunded
6256,46384,Customer Changed Mind,27138.31,Refunded
6257,14456,Customer Changed Mind,8590.9,Refunded
6258,22157,Quality Issue,5581.3,Refunded
6259,21401,Quality Issue,4079.67,Refunded
6260,2817,Damaged,7762.62,Refunded
6261,24580,Damaged,17024.26,Refunded
6262,21840,Late Delivery,21143.2,Refunded
6263,30644,Wrong Product,26540.97,Refunded
6264,30719,Quality Issue,7641.46,Refunded
6265,30698,Customer Changed Mind,13100.23,Refunded
6266,39426,Late Delivery,6423.71,Refunded
6267,47718,Customer Changed Mind,4710.48,Refunded
6268,37639,Wrong Product,1096.4,Refunded
6269,851,Customer Changed Mind,4703.69,Refunded
6270,34450,Late Delivery,16358.99,Refunded
6271,46864,Wrong Product,21996.17,Refunded
6272,46338,Late Delivery,24046.19,Refunded
6273,34367,Late Delivery,2515.7,Refunded
6274,38667,Customer Changed Mind,11527.21,Refunded
6275,22817,Late Delivery,8403.98,Refunded
6276,47939,Wrong Product,16690.8,Refunded
6277,30746,Wrong Product,22338.41,Refunded
6278,9493,Customer Changed Mind,4867.38,Refunded
6279,47874,Wrong Product,21181.82,Refunded
6280,4261,Late Delivery,20631.47,Refunded
6281,24073,Damaged,20800.06,Refunded
6282,18761,Late Delivery,22126.0,Refunded
6283,3728,Late Delivery,25016.51,Refunded
6284,29849,Customer Changed Mind,12459.42,Refunded
6285,4759,Wrong Product,3379.21,Refunded
6286,37641,Customer Changed Mind,1577.03,Refunded
6287,44122,Quality Issue,9689.38,Refunded
6288,30274,Late Delivery,10566.98,Refunded
6289,40870,Damaged,23531.03,Refunded
6290,10930,Customer Changed Mind,15746.91,Refunded
6291,40652,Late Delivery,16097.28,Refunded
6292,38718,Damaged,11856.4,Refunded
6293,13824,Damaged,25216.3,Refunded
6294,42669,Quality Issue,7393.22,Refunded
6295,25655,Quality Issue,15164.86,Refunded
6296,42275,Quality Issue,21154.9,Refunded
6297,9944,Quality Issue,4496.97,Refunded
6298,9389,Wrong Product,19973.83,Refunded
6299,6541,Customer Changed Mind,11028.73,Refunded
6300,36785,Late Delivery,2444.12,Refunded
6301,10752,Wrong Product,20414.93,Refunded
6302,38869,Wrong Product,1726.46,Refunded
6303,30582,Customer Changed Mind,5128.17,Refunded
6304,42567,Damaged,23973.83,Refunded
6305,9893,Customer Changed Mind,7478.52,Refunded
6306,41422,Wrong Product,8669.25,Refunded
6307,34122,Quality Issue,13863.85,Refunded
6308,47175,Quality Issue,18213.4,Refunded
6309,3211,Wrong Product,8032.75,Refunded
6310,11656,Quality Issue,5294.82,Refunded
6311,49499,Late Delivery,5488.16,Refunded
6312,34791,Quality Issue,8088.2,Refunded
6313,19280,Damaged,27225.18,Refunded
6314,21378,Late Delivery,8324.06,Refunded
6315,30723,Customer Changed Mind,5993.1,Refunded
6316,45042,Customer Changed Mind,15208.21,Refunded
6317,46851,Quality Issue,25728.45,Refunded
6318,47624,Damaged,7835.22,Refunded
6319,420,Customer Changed Mind,6344.18,Refunded
6320,32244,Damaged,25311.19,Refunded
6321,27917,Customer Changed Mind,15793.49,Refunded
6322,42634,Wrong Product,13578.62,Refunded
6323,30222,Quality Issue,6594.01,Refunded
6324,7869,Customer Changed Mind,18863.22,Refunded
6325,32385,Customer Changed Mind,10522.87,Refunded
6326,16966,Late Delivery,22911.95,Refunded
6327,28499,Customer Changed Mind,2516.15,Refunded
6328,9745,Customer Changed Mind,17923.43,Refunded
6329,819,Damaged,26670.86,Refunded
6330,14868,Quality Issue,25073.83,Refunded
6331,19521,Wrong Product,13739.24,Refunded
6332,40713,Customer Changed Mind,18488.79,Refunded
6333,6740,Damaged,20509.28,Refunded
6334,38254,Quality Issue,27963.08,Refunded
6335,11762,Customer Changed Mind,25344.41,Refunded
6336,25564,Wrong Product,1009.96,Refunded
6337,36322,Quality Issue,27241.69,Refunded
6338,22604,Customer Changed Mind,3542.65,Refunded
6339,9448,Customer Changed Mind,19382.46,Refunded
6340,23271,Customer Changed Mind,26732.1,Refunded
6341,27405,Customer Changed Mind,2966.21,Refunded
6342,35102,Damaged,5209.55,Refunded
6343,17052,Damaged,18588.85,Refunded
6344,34167,Late Delivery,4155.5,Refunded
6345,44906,Late Delivery,7813.52,Refunded
6346,30170,Customer Changed Mind,1611.1,Refunded
6347,34620,Damaged,18253.46,Refunded
6348,20332,Late Delivery,18759.79,Refunded
6349,46002,Wrong Product,18415.55,Refunded
6350,15836,Customer Changed Mind,26884.1,Refunded
6351,29673,Late Delivery,1507.81,Refunded
6352,15337,Late Delivery,6498.74,Refunded
6353,20066,Late Delivery,16194.45,Refunded
6354,39160,Customer Changed Mind,17091.4,Refunded
6355,8771,Quality Issue,18661.17,Refunded
6356,39868,Customer Changed Mind,22013.16,Refunded
6357,9684,Damaged,11288.39,Refunded
6358,4312,Quality Issue,13287.2,Refunded
6359,37178,Quality Issue,23731.16,Refunded
6360,3414,Customer Changed Mind,12184.8,Refunded
6361,26251,Customer Changed Mind,5759.8,Refunded
6362,34594,Late Delivery,3723.31,Refunded
6363,22650,Late Delivery,25220.93,Refunded
6364,41457,Late Delivery,20952.47,Refunded
6365,23807,Late Delivery,14213.84,Refunded
6366,16136,Damaged,6358.03,Refunded
6367,8873,Customer Changed Mind,2797.87,Refunded
6368,37286,Damaged,21029.77,Refunded
6369,22140,Quality Issue,14861.43,Refunded
6370,37175,Damaged,1679.82,Refunded
6371,28455,Wrong Product,5702.01,Refunded
6372,2030,Damaged,6972.67,Refunded
6373,23214,Late Delivery,7104.75,Refunded
6374,18782,Damaged,13321.74,Refunded
6375,16719,Quality Issue,18525.95,Refunded
6376,40417,Quality Issue,22483.55,Refunded
6377,25360,Late Delivery,14113.9,Refunded
6378,22333,Customer Changed Mind,1766.21,Refunded
6379,32875,Late Delivery,18978.19,Refunded
6380,27148,Quality Issue,2382.44,Refunded
6381,14774,Wrong Product,1648.58,Refunded
6382,25125,Wrong Product,25126.71,Refunded
6383,4921,Quality Issue,16133.5,Refunded
6384,24103,Damaged,4225.07,Refunded
6385,4340,Damaged,8091.52,Refunded
6386,20377,Quality Issue,19709.49,Refunded
6387,27588,Customer Changed Mind,11856.69,Refunded
6388,9137,Customer Changed Mind,2088.24,Refunded
6389,43324,Quality Issue,6170.1,Refunded
6390,27677,Late Delivery,4527.3,Refunded
6391,23234,Customer Changed Mind,11882.19,Refunded
6392,12927,Customer Changed Mind,23647.74,Refunded
6393,44960,Wrong Product,8464.65,Refunded
6394,23548,Damaged,4535.07,Refunded
6395,36511,Late Delivery,20606.23,Refunded
6396,46004,Customer Changed Mind,12723.96,Refunded
6397,16063,Quality Issue,19079.76,Refunded
6398,850,Wrong Product,8585.08,Refunded
6399,21272,Quality Issue,1004.01,Refunded
6400,5226,Quality Issue,22887.44,Refunded
6401,40515,Late Delivery,26920.64,Refunded
6402,35786,Quality Issue,19692.84,Refunded
6403,6799,Late Delivery,21138.62,Refunded
6404,16407,Damaged,18753.9,Refunded
6405,2920,Wrong Product,11939.15,Refunded
6406,31434,Wrong Product,4181.98,Refunded
6407,7948,Wrong Product,20733.08,Refunded
6408,34256,Damaged,19645.7,Refunded
6409,37483,Customer Changed Mind,7229.49,Refunded
6410,49090,Customer Changed Mind,4169.49,Refunded
6411,33540,Wrong Product,14907.84,Refunded
6412,42664,Customer Changed Mind,3944.01,Refunded
6413,44600,Damaged,10270.94,Refunded
6414,3976,Damaged,22154.11,Refunded
6415,24363,Customer Changed Mind,10665.11,Refunded
6416,9534,Customer Changed Mind,25887.59,Refunded
6417,9641,Customer Changed Mind,14177.91,Refunded
6418,40559,Customer Changed Mind,4935.57,Refunded
6419,36299,Wrong Product,24069.17,Refunded
6420,31351,Late Delivery,17505.79,Refunded
6421,21803,Customer Changed Mind,4374.29,Refunded
6422,48372,Damaged,22662.65,Refunded
6423,35460,Damaged,21328.5,Refunded
6424,41306,Customer Changed Mind,16093.19,Refunded
6425,27281,Late Delivery,8488.68,Refunded
6426,2041,Damaged,991.6,Refunded
6427,41675,Quality Issue,9418.39,Refunded
6428,20253,Wrong Product,21743.29,Refunded
6429,28272,Customer Changed Mind,11469.51,Refunded
6430,31532,Damaged,6548.79,Refunded
6431,384,Damaged,17612.04,Refunded
6432,38649,Wrong Product,23622.08,Refunded
6433,27983,Late Delivery,10725.87,Refunded
6434,45644,Customer Changed Mind,20243.09,Refunded
6435,25429,Customer Changed Mind,3167.11,Refunded
6436,22343,Customer Changed Mind,14582.0,Refunded
6437,2089,Wrong Product,12173.47,Refunded
6438,15142,Wrong Product,1361.94,Refunded
6439,27087,Quality Issue,18722.55,Refunded
6440,36532,Late Delivery,9913.47,Refunded
6441,24524,Quality Issue,14110.86,Refunded
6442,4796,Customer Changed Mind,14009.44,Refunded
6443,42337,Late Delivery,20292.35,Refunded
6444,39280,Damaged,25535.68,Refunded
6445,37427,Damaged,16761.05,Refunded
6446,7446,Late Delivery,21750.31,Refunded
6447,9828,Wrong Product,1198.8,Refunded
6448,36135,Damaged,13712.85,Refunded
6449,40971,Damaged,14916.77,Refunded
6450,40922,Quality Issue,16001.97,Refunded
6451,30230,Damaged,17897.19,Refunded
6452,26775,Wrong Product,14293.45,Refunded
6453,22879,Customer Changed Mind,4387.71,Refunded
6454,8579,Late Delivery,15050.05,Refunded
6455,17902,Wrong Product,2680.82,Refunded
6456,25901,Customer Changed Mind,8433.61,Refunded
6457,1955,Quality Issue,16574.99,Refunded
6458,28945,Customer Changed Mind,21367.95,Refunded
6459,47670,Wrong Product,24437.41,Refunded
6460,29525,Quality Issue,13241.85,Refunded
6461,19289,Quality Issue,18709.92,Refunded
6462,20158,Late Delivery,16432.86,Refunded
6463,12746,Late Delivery,20769.18,Refunded
6464,9637,Customer Changed Mind,7875.11,Refunded
6465,42338,Customer Changed Mind,28416.73,Refunded
6466,29282,Damaged,6383.66,Refunded
6467,39270,Customer Changed Mind,24619.42,Refunded
6468,17291,Wrong Product,26899.94,Refunded
6469,8887,Customer Changed Mind,3492.78,Refunded
6470,45580,Late Delivery,12598.34,Refunded
6471,29236,Damaged,17627.05,Refunded
6472,45974,Customer Changed Mind,26981.91,Refunded
6473,45956,Quality Issue,16656.18,Refunded
6474,45584,Wrong Product,9588.82,Refunded
6475,8491,Customer Changed Mind,7157.21,Refunded
6476,35942,Wrong Product,7372.3,Refunded
6477,17802,Wrong Product,21873.82,Refunded
6478,49297,Wrong Product,4002.87,Refunded
6479,4230,Wrong Product,4165.2,Refunded
6480,32537,Customer Changed Mind,12682.25,Refunded
6481,27958,Customer Changed Mind,14445.97,Refunded
6482,20783,Quality Issue,23542.83,Refunded
6483,34665,Late Delivery,12196.49,Refunded
6484,18291,Customer Changed Mind,24099.74,Refunded
6485,30928,Quality Issue,13206.11,Refunded
6486,22200,Quality Issue,7160.72,Refunded
6487,43789,Quality Issue,2635.68,Refunded
6488,6173,Wrong Product,3368.87,Refunded
6489,3931,Late Delivery,16154.33,Refunded
6490,35818,Wrong Product,14513.27,Refunded
6491,1675,Wrong Product,16848.45,Refunded
6492,24959,Customer Changed Mind,3503.61,Refunded
6493,40572,Quality Issue,4717.05,Refunded
6494,13229,Damaged,22324.66,Refunded
6495,25254,Late Delivery,11077.05,Refunded
6496,32217,Wrong Product,13857.48,Refunded
6497,20306,Customer Changed Mind,20638.28,Refunded
6498,36115,Wrong Product,9971.4,Refunded
6499,47712,Customer Changed Mind,12011.48,Refunded
6500,47159,Customer Changed Mind,22682.31,Refunded
6501,2147,Quality Issue,16688.29,Refunded
6502,37509,Late Delivery,15130.12,Refunded
6503,43887,Customer Changed Mind,20831.65,Refunded
6504,36740,Late Delivery,9697.1,Refunded
6505,12535,Late Delivery,25934.1,Refunded
6506,16323,Late Delivery,11864.72,Refunded
6507,12261,Damaged,25769.59,Refunded
6508,38165,Quality Issue,23115.47,Refunded
6509,28491,Wrong Product,19569.02,Refunded
6510,34137,Quality Issue,15532.37,Refunded
6511,3029,Quality Issue,2207.6,Refunded
6512,20346,Damaged,19583.82,Refunded
6513,13804,Wrong Product,7823.51,Refunded
6514,22353,Wrong Product,23011.7,Refunded
6515,39275,Wrong Product,20506.28,Refunded
6516,15412,Damaged,26166.29,Refunded
6517,29750,Customer Changed Mind,17438.61,Refunded
6518,33037,Customer Changed Mind,3577.04,Refunded
6519,17361,Wrong Product,22745.06,Refunded
6520,49852,Wrong Product,1511.52,Refunded
6521,44242,Quality Issue,19286.01,Refunded
6522,11731,Late Delivery,24094.69,Refunded
6523,6652,Quality Issue,10078.38,Refunded
6524,15186,Customer Changed Mind,7000.28,Refunded
6525,9872,Late Delivery,9421.61,Refunded
6526,33935,Quality Issue,14728.59,Refunded
6527,39538,Customer Changed Mind,18342.72,Refunded
6528,16507,Wrong Product,25073.74,Refunded
6529,33795,Wrong Product,2073.71,Refunded
6530,44752,Customer Changed Mind,17865.01,Refunded
6531,35413,Wrong Product,9590.57,Refunded
6532,10718,Wrong Product,1994.46,Refunded
6533,21398,Late Delivery,26855.03,Refunded
6534,20057,Late Delivery,20061.84,Refunded
6535,12021,Customer Changed Mind,1613.83,Refunded
6536,23702,Quality Issue,20767.32,Refunded
6537,34588,Damaged,22534.98,Refunded
6538,27367,Customer Changed Mind,21841.87,Refunded
6539,2975,Late Delivery,14237.74,Refunded
6540,45910,Late Delivery,22095.49,Refunded
6541,19758,Damaged,15751.8,Refunded
6542,3519,Customer Changed Mind,9749.97,Refunded
6543,23440,Quality Issue,22187.65,Refunded
6544,2516,Wrong Product,16853.69,Refunded
6545,26603,Wrong Product,23367.07,Refunded
6546,48221,Late Delivery,3940.22,Refunded
6547,12192,Customer Changed Mind,10263.71,Refunded
6548,5875,Damaged,9641.92,Refunded
6549,5212,Damaged,15611.09,Refunded
6550,36315,Late Delivery,12489.71,Refunded
6551,42841,Late Delivery,18105.63,Refunded
6552,48664,Damaged,17089.59,Refunded
6553,44120,Quality Issue,19958.46,Refunded
6554,7417,Wrong Product,15619.08,Refunded
6555,8237,Quality Issue,10911.94,Refunded
6556,28552,Quality Issue,2840.62,Refunded
6557,47339,Late Delivery,15409.86,Refunded
6558,46992,Late Delivery,23684.02,Refunded
6559,17444,Customer Changed Mind,14290.9,Refunded
6560,16231,Late Delivery,9889.44,Refunded
6561,37635,Wrong Product,20201.05,Refunded
6562,11531,Wrong Product,13411.48,Refunded
6563,30014,Customer Changed Mind,19817.36,Refunded
6564,15805,Late Delivery,2025.29,Refunded
6565,35166,Wrong Product,24527.0,Refunded
6566,47262,Damaged,16047.63,Refunded
6567,31070,Wrong Product,11833.06,Refunded
6568,2933,Customer Changed Mind,6533.33,Refunded
6569,34720,Wrong Product,22562.42,Refunded
6570,26179,Customer Changed Mind,4412.21,Refunded
6571,7408,Customer Changed Mind,2974.37,Refunded
6572,23998,Wrong Product,22857.46,Refunded
6573,27031,Late Delivery,23435.89,Refunded
6574,14544,Customer Changed Mind,9688.28,Refunded
6575,9838,Customer Changed Mind,10801.95,Refunded
6576,4723,Customer Changed Mind,12002.57,Refunded
6577,24281,Quality Issue,7949.85,Refunded
6578,46108,Customer Changed Mind,20389.44,Refunded
6579,15181,Late Delivery,10254.58,Refunded
6580,12895,Wrong Product,12450.13,Refunded
6581,22998,Customer Changed Mind,7871.89,Refunded
6582,6691,Wrong Product,25469.95,Refunded
6583,20339,Damaged,7686.2,Refunded
6584,14921,Wrong Product,23375.44,Refunded
6585,6165,Customer Changed Mind,22980.45,Refunded
6586,16398,Late Delivery,15542.75,Refunded
6587,2872,Damaged,4845.47,Refunded
6588,5775,Quality Issue,21838.96,Refunded
6589,35167,Late Delivery,4564.61,Refunded
6590,10349,Late Delivery,16723.27,Refunded
6591,30673,Quality Issue,7016.24,Refunded
6592,44162,Customer Changed Mind,22561.68,Refunded
6593,37760,Wrong Product,13793.82,Refunded
6594,45462,Quality Issue,12253.14,Refunded
6595,20454,Damaged,24861.73,Refunded
6596,25433,Late Delivery,19793.29,Refunded
6597,27617,Wrong Product,26802.65,Refunded
6598,44176,Customer Changed Mind,14949.25,Refunded
6599,2184,Damaged,3517.33,Refunded
6600,12267,Damaged,6329.13,Refunded
6601,48683,Late Delivery,23071.01,Refunded
6602,24833,Customer Changed Mind,2500.12,Refunded
6603,49064,Late Delivery,18473.29,Refunded
6604,38999,Late Delivery,2716.73,Refunded
6605,33231,Damaged,10176.46,Refunded
6606,48344,Damaged,5352.81,Refunded
6607,4469,Customer Changed Mind,23113.04,Refunded
6608,31115,Late Delivery,24364.95,Refunded
6609,37295,Customer Changed Mind,24126.11,Refunded
6610,25580,Customer Changed Mind,13748.82,Refunded
6611,48064,Customer Changed Mind,1280.3,Refunded
6612,19000,Late Delivery,19326.74,Refunded
6613,37015,Late Delivery,9794.4,Refunded
6614,31777,Quality Issue,12282.95,Refunded
6615,33397,Late Delivery,14986.02,Refunded
6616,3741,Late Delivery,21102.62,Refunded
6617,27474,Late Delivery,8359.68,Refunded
6618,40592,Wrong Product,17197.19,Refunded
6619,17351,Quality Issue,22769.57,Refunded
6620,35401,Quality Issue,11933.8,Refunded
6621,17823,Late Delivery,10589.9,Refunded
6622,21331,Damaged,15007.75,Refunded
6623,13220,Damaged,3191.2,Refunded
6624,4359,Customer Changed Mind,22496.25,Refunded
6625,34390,Damaged,1884.3,Refunded
6626,28248,Quality Issue,13625.39,Refunded
6627,20799,Wrong Product,15312.24,Refunded
6628,26719,Wrong Product,17985.41,Refunded
6629,24411,Damaged,12600.39,Refunded
6630,4345,Quality Issue,14588.0,Refunded
6631,22180,Customer Changed Mind,20342.53,Refunded
6632,9842,Customer Changed Mind,22646.22,Refunded
6633,29162,Wrong Product,5399.64,Refunded
6634,742,Quality Issue,24310.0,Refunded
6635,19333,Customer Changed Mind,7895.23,Refunded
6636,3424,Late Delivery,17149.67,Refunded
6637,23556,Late Delivery,6155.92,Refunded
6638,40562,Quality Issue,20454.24,Refunded
6639,23967,Late Delivery,9669.11,Refunded
6640,8704,Quality Issue,10303.06,Refunded
6641,431,Customer Changed Mind,22855.71,Refunded
6642,35443,Late Delivery,1260.1,Refunded
6643,38812,Late Delivery,13659.45,Refunded
6644,33121,Customer Changed Mind,25272.06,Refunded
6645,26655,Wrong Product,24928.36,Refunded
6646,17093,Customer Changed Mind,14848.75,Refunded
6647,33852,Damaged,6903.73,Refunded
6648,34384,Damaged,9686.28,Refunded
6649,40328,Damaged,16082.11,Refunded
6650,12874,Quality Issue,14501.88,Refunded
6651,23140,Quality Issue,14873.32,Refunded
6652,35143,Customer Changed Mind,9722.16,Refunded
6653,113,Damaged,14230.0,Refunded
6654,44656,Late Delivery,2083.94,Refunded
6655,8262,Wrong Product,7019.6,Refunded
6656,20735,Late Delivery,22745.47,Refunded
6657,13588,Quality Issue,19512.82,Refunded
6658,41131,Quality Issue,20214.73,Refunded
6659,19561,Quality Issue,17763.52,Refunded
6660,6341,Quality Issue,5428.45,Refunded
6661,23340,Customer Changed Mind,8265.39,Refunded
6662,679,Damaged,11487.55,Refunded
6663,41099,Damaged,21072.34,Refunded
6664,36942,Damaged,20853.93,Refunded
6665,45586,Customer Changed Mind,2691.6,Refunded
6666,4511,Late Delivery,27400.18,Refunded
6667,16799,Wrong Product,9064.75,Refunded
6668,37420,Wrong Product,13199.42,Refunded
6669,48214,Wrong Product,1291.03,Refunded
6670,44366,Customer Changed Mind,2721.49,Refunded
6671,12827,Customer Changed Mind,12181.76,Refunded
6672,24366,Damaged,21673.52,Refunded
6673,38290,Late Delivery,1089.26,Refunded
6674,23257,Damaged,8207.28,Refunded
6675,122,Wrong Product,10214.68,Refunded
6676,38197,Damaged,23742.53,Refunded
6677,43502,Late Delivery,20065.63,Refunded
